survey,sheet,variable,code,label,code_num
nhs,Health,CHOL5YR,1,Has had cholesterol checked within the last 5 years,1
nhs,Health,CHOL5YR,5,Has not had cholesterol checked within the last 5 years,5
nhs,Health,CHOL5YR,6,Does not know if cholesterol checked within the last 5 years,6
nhs,Health,CHOL5YR,8,Not stated whether had cholesterol check in the last 5 years,8
nhs,Health,CHOLEST,0,Not applicable,0
nhs,Health,CHOLEST,1,Cholesterol checked in last 12 months,1
nhs,Health,CHOLEST,2,Cholesterol checked more than 12 months ago but within last 5 years,2
nhs,Health,CHOLEST,3,Cholesterol not checked in last 5 years,3
nhs,Health,CHOLEST,8,Not stated if cholesterol checked in last 5 years,8
nhs,Health,CHOLEST,9,Not known,9
nhs,Health,CARDASP,0,Not applicable,0
nhs,Health,CARDASP,1,Aspirin used daily for heart or circulatory condition,1
nhs,Health,CARDASP,5,Aspirin not used daily for heart or circulatory condition,5
nhs,Health,CARDASP,6,Don't know if aspirin used daily for heart or circulatory condition,6
nhs,Health,CARDASP,8,Not stated if aspirin used daily for heart or circulatory condition,8
nhs,Health,CARST37,0,Not applicable,0
nhs,Health,CARST37,1,Advised by a doctor to use aspirin daily for heart or circulatory condition,1
nhs,Health,CARST37,5,Not advised by a doctor to use aspirin daily for heart or circulatory condition,5
nhs,Health,DIABQ01A,1,Family member told they have diabetes,1
nhs,Health,DIABQ01A,5,Family member not told they have diabetes,5
nhs,Health,DIABQ01A,6,Not known if family member told they have diabetes,6
nhs,Health,DIABQ04,0,Not applicable,0
nhs,Health,DIABQ04,1,Has been screened for diabetes in last 3 years,1
nhs,Health,DIABQ04,5,Has not been screened for diabetes in the last 3 years,5
nhs,Health,DIABQ04,6,Not known if screened for diabetes in the last 3 years,6
nhs,Health,AGEDIABC,0,Not applicable,0
nhs,Health,AGEDIABC,1,Less than 25 years,1
nhs,Health,AGEDIABC,2,25-44 years,2
nhs,Health,AGEDIABC,3,45-64 years,3
nhs,Health,AGEDIABC,4,65-79 years,4
nhs,Health,AGEDIABC,5,80 years and over,5
nhs,Health,AGEDIABC,9,Not known,9
nhs,Health,DIABAQ01,00,Not applicable,0
nhs,Health,DIABAQ01,01,At least once a day,1
nhs,Health,DIABAQ01,02,At least once a week,2
nhs,Health,DIABAQ01,03,At least once a month,3
nhs,Health,DIABAQ01,04,Every 2 to less than 3 months,4
nhs,Health,DIABAQ01,05,Every 3 to less than 6 months,5
nhs,Health,DIABAQ01,06,Every 6 months,6
nhs,Health,DIABAQ01,07,Every 7 to 11 months,7
nhs,Health,DIABAQ01,08,Every 12 months,8
nhs,Health,DIABAQ01,09,Not at all in the last 12 months,9
nhs,Health,DIABAQ01,10,Not known,10
nhs,Health,DIABAQ02,0,Not applicable,0
nhs,Health,DIABAQ02,1,At least once a day,1
nhs,Health,DIABAQ02,2,At least once a week,2
nhs,Health,DIABAQ02,3,At least once a month,3
nhs,Health,DIABAQ02,4,Every 2 to less than 3 months,4
nhs,Health,DIABAQ02,5,Every 3 to less than 6 months,5
nhs,Health,DIABAQ02,6,Every 6 months,6
nhs,Health,DIABAQ02,7,Every 7 to 11 months,7
nhs,Health,DIABAQ02,8,Every 12 months,8
nhs,Health,DIABAQ02,9,Not at all in the last 12 months,9
nhs,Health,DIABAQ02,10,Not known,10
nhs,Health,DIABMQ14,0,Not applicable,0
nhs,Health,DIABMQ14,1,Had HBA1C test in last 12 months,1
nhs,Health,DIABMQ14,5,Did not have HBA1C test in last 12 months,5
nhs,Health,DIABMQ14,6,Not known if had HBA1C test in last 12 months,6
nhs,Health,DIABMQ14,01,Currently using Insulin,1
nhs,Health,DIABMQ14,02,Taken vitamin/mineral supplements,2
nhs,Health,DIABMQ14,03,Taken natural/herbal treatments,3
nhs,Health,DIABMQ14,04,Currently following changed eating pattern or diet,4
nhs,Health,DIABMQ14,05,Losing weight,5
nhs,Health,DIABMQ14,06,Exercised most days,6
nhs,Health,DIABMQ14,07,Other action taken,7
nhs,Health,DIABMQ14,08,No action taken,8
nhs,Health,DIABMQ14,09,Not known if action taken,9
nhs,Health,DIABMQ14,97,Not applicable,97
nhs,Health,DIABMQ01,0,Not applicable,0
nhs,Health,DIABMQ01,1,Currently having insulin every day,1
nhs,Health,DIABMQ01,5,Not currently having insulin every day,5
nhs,Health,DIABMQ01,6,Don't know if currently having insulin every day,6
nhs,Health,AGEINSLC,0,Not applicable,0
nhs,Health,AGEINSLC,1,Less than 25 years,1
nhs,Health,AGEINSLC,2,25 to 44 years,2
nhs,Health,AGEINSLC,3,45 to 64 years,3
nhs,Health,AGEINSLC,4,65 years and over,4
nhs,Health,AGEINSLC,8,Not stated,8
nhs,Health,AGEINSLC,9,Not known,9
nhs,Health,DBCHANG,0,Not applicable,0
nhs,Health,DBCHANG,1,Currently following changed eating pattern or diet because of diabetes or high sugar levels,1
nhs,Health,DBCHANG,2,Has changed eating pattern or diet because of diabetes or high sugar levels but not currently,2
nhs,Health,DBCHANG,3,Has not changed eating pattern or diet because of diabetes or high sugar levels,3
nhs,Health,DBCHANG,8,Not known if have changed eating pattern or diet,8
nhs,Health,DIABMQ12,0,Not applicable,0
nhs,Health,DIABMQ12,1,Took other action for Diabetes/HSL in last 2 weeks,1
nhs,Health,DIABMQ12,5,Did not take other action for Diabetes/HSL in last 2 weeks,5
nhs,Health,DIABSQ2,0,Not applicable,0
nhs,Health,DIABSQ2,1,Has sight problem due to diabetes/HSL,1
nhs,Health,DIABSQ2,5,Has no sight problem due to diabetes/HSL,5
nhs,Health,DIABSQ2,6,Not known if has sight problem due to diabetes/HSL,6
nhs,Health,DIABSIGE,0,Not applicable,0
nhs,Health,DIABSIGE,1,Less than 1 year,1
nhs,Health,DIABSIGE,2,1 to 4 years,2
nhs,Health,DIABSIGE,3,5 years or more,3
nhs,Health,DIABSIGE,5,Never,5
nhs,Health,DIABSIGE,8,Not stated,8
nhs,Health,DIABSIGE,9,Not known,9
nhs,Health,DIABSQ6C,0,Not applicable,0
nhs,Health,DIABSQ6C,1,Less than 1 year,1
nhs,Health,DIABSQ6C,2,1 year or more,2
nhs,Health,DIABSQ6C,5,Never,5
nhs,Health,DIALYSIS,1,Has had dialysis,1
nhs,Health,DIALYSIS,5,Has not had dialysis,5
nhs,Health,DISSTAT,1,Has profound core activity limitation,1
nhs,Health,DISSTAT,2,Has severe core activity limitation,2
nhs,Health,DISSTAT,3,Has moderate core activity limitation,3
nhs,Health,DISSTAT,4,Has mild core activity limitation,4
nhs,Health,DISSTAT,5,Has a schooling/employment restriction only,5
nhs,Health,DISSTAT,6,Has no limitation or specific restriction,6
nhs,Health,DISSTAT,7,Has no disability or long-term health condition,7
nhs,Health,DISEDIF,0,Not applicable,0
nhs,Health,DISEDIF,1,Has an education restriction,1
nhs,Health,DISEDIF,2,Has no education restriction,2
nhs,Health,DISEDIF,3,Attend special classes/school,3
nhs,Health,DISEDIF,4,Other related difficulties,4
nhs,Health,DISEDIF,5,None of the above,5
nhs,Health,DISEDIF,6,Not applicable,6
nhs,Health,DISEMIF,0,Not applicable,0
nhs,Health,DISEMIF,1,Has an employment restriction,1
nhs,Health,DISEMIF,2,Has no employment restriction,2
nhs,Health,DISEMIF,3,Finding suitable work,3
nhs,Health,DISEMIF,4,Needing time off work,4
nhs,Health,DISEMIF,5,Permanently unable to work,5
nhs,Health,DISEMIF,6,None of the above,6
nhs,Health,DISEMIF,7,Not applicable,7
nhs,Health,GLASSES,1,Currently wears glasses or contact lenses to correct or partially correct eyesight,1
nhs,Health,GLASSES,5,Does not wear glasses or contact lenses to correct or partially correct eyesight,5
nhs,Health,FEMLSBC,1,Have never menstruated,1
nhs,Health,FEMLSBC,2,Currently pregnant,2
nhs,Health,FEMLSBC,3,Currently breastfeeding,3
nhs,Health,FEMLSBC,4,Currently experiencing menopause,4
nhs,Health,FEMLSBC,5,Post menopause,5
nhs,Health,FEMLSBC,6,None of these apply,6
nhs,Health,FEMLSBC,9,Not applicable,9
nhs,Health,FEMLSBC,10,Consulted a GP,10
nhs,Health,FEMLSBC,11,Consulted a specialist,11
nhs,Health,FEMLSBC,12,Consulted a dentist,12
nhs,Health,FEMLSBC,13,Consulted an Accredited counsellor,13
nhs,Health,FEMLSBC,14,Consulted an Acupuncturist,14
nhs,Health,FEMLSBC,15,Consulted an Audiologist/Audiometrist,15
nhs,Health,FEMLSBC,16,Consulted a Chemist (for advice only),16
nhs,Health,FEMLSBC,17,Consulted a Chiropodist/Podiatrist,17
nhs,Health,FEMLSBC,18,Consulted a Chiropractor,18
nhs,Health,FEMLSBC,19,Consulted a Dietitian/Nutritionist,19
nhs,Health,FEMLSBC,20,Consulted a Naturopath,20
nhs,Health,FEMLSBC,21,Consulted a Nurse,21
nhs,Health,FEMLSBC,22,Consulted an Occupational therapist,22
nhs,Health,FEMLSBC,23,Consulted an Optician/Optometrist,23
nhs,Health,FEMLSBC,24,Consulted an Osteopath,24
nhs,Health,FEMLSBC,25,Consulted a Physiotherapist/Hydrotherapist,25
nhs,Health,FEMLSBC,26,Consulted a Psychologist,26
nhs,Health,FEMLSBC,27,Consulted a Social worker/Welfare officer,27
nhs,Health,FEMLSBC,28,Consulted a Speech therapist/Pathologist,28
nhs,Health,FEMLSBC,29,Consulted an Other health professional,29
nhs,Health,FEMLSBC,30,Admitted to hospital as an inpatient,30
nhs,Health,FEMLSBC,31,Visited an outpatient clinic,31
nhs,Health,FEMLSBC,32,Visited emergency/casualty,32
nhs,Health,FEMLSBC,33,Visited day clinic,33
nhs,Health,FEMLSBC,34,No actions taken in last 12 months,34
nhs,Health,FEMLSBC,98,Not stated,98
nhs,Health,HEALFGP,1,Last two weeks,1
nhs,Health,HEALFGP,2,Two weeks to less than 3 months,2
nhs,Health,HEALFGP,3,3 to 6 months,3
nhs,Health,HEALFGP,4,6 to 9 months,4
nhs,Health,HEALFGP,5,9 to 12 months,5
nhs,Health,HEALFGP,6,1 year to 2 years,6
nhs,Health,HEALFGP,7,More than 2 years,7
nhs,Health,HEALFGP,8,Never,8
nhs,Health,HEALFGP,9,Don't know,9
nhs,Health,HEALF05E,0,Not applicable,0
nhs,Health,HEALF05E,1,Once,1
nhs,Health,HEALF05E,2,Twice,2
nhs,Health,HEALF05E,3,Three or more,3
nhs,Health,HEALFLI,0,Not applicable,0
nhs,Health,HEALFLI,1,Discussed lifestyle issue,1
nhs,Health,HEALFLI,2,Did not discuss lifestyle issues,2
nhs,Health,HEALFLI,3,Not known,3
nhs,Health,HEALFLI,4,Increasing physical activity,4
nhs,Health,HEALFLI,5,Eating healthy food or improving diet,5
nhs,Health,HEALFLI,6,Family planning,6
nhs,Health,HEALFLI,7,Safe sexual practices,7
nhs,Health,HEALFLI,8,Not applicable,8
nhs,Health,HEALFCS,0,Not applicable,0
nhs,Health,HEALFCS,1,Last two weeks,1
nhs,Health,HEALFCS,2,Two weeks to twelve months,2
nhs,Health,HEALFCS,3,More than twelve months/never,3
nhs,Health,HEALFCS,4,Don't know,4
nhs,Health,HEALF07E,0,Not applicable,0
nhs,Health,HEALF07E,1,Once,1
nhs,Health,HEALF07E,2,Twice,2
nhs,Health,HEALF07E,3,Three or more,3
nhs,Health,HEALTCD,0,Not applicable,0
nhs,Health,HEALTCD,1,Less than 3 months,1
nhs,Health,HEALTCD,2,3 to 6 months,2
nhs,Health,HEALTCD,3,6 to 9 months,3
nhs,Health,HEALTCD,4,9 to 12 months,4
nhs,Health,HEALTCD,5,1 year to 2 years,5
nhs,Health,HEALTCD,6,More than 2 years,6
nhs,Health,HEALTCD,7,Never,7
nhs,Health,HEALTCD,8,Don't know,8
nhs,Health,HEALF25E,12,12 or more,12
nhs,Health,HEALF25E,97,Not applicable,97
nhs,Health,HEALF11E,1,Admitted as inpatient in last two weeks,1
nhs,Health,HEALF11E,2,Not admitted as inpatient in last two weeks,2
nhs,Health,HEALF17E,1,Visited day clinic in last two weeks,1
nhs,Health,HEALF17E,2,Did not visit day clinic in last two weeks,2
nhs,Health,HEALF15E,1,Visited emergency/casualty department in last two weeks,1
nhs,Health,HEALF15E,2,Did not visit emergency/casualty department in last two weeks,2
nhs,Health,HEALF13E,1,Visited outpatient clinic hospital in last two weeks,1
nhs,Health,HEALF13E,2,Did not visit outpatient clinic hospital in last two weeks,2
nhs,Health,HEALDWI,99,Not applicable,99
nhs,Health,HEALDWC,99,Not applicable,99
nhs,Health,HEALDFS,99,Not applicable,99
nhs,Health,HEALDSC,99,Not applicable,99
nhs,Health,MNKESSGP,0,Not applicable,0
nhs,Health,MNKESSGP,1,Low distress level,1
nhs,Health,MNKESSGP,2,Moderate distress level,2
nhs,Health,MNKESSGP,3,High distress level,3
nhs,Health,MNKESSGP,4,Very high distress level,4
nhs,Health,MNKESSGP,5,Unable to determine level,5
nhs,Health,MNKESSGP,8,Not asked,8
nhs,Health,MNKESSLR,00,Not applicable,0
nhs,Health,MNKESSLR,98,Unable to determine,98
nhs,Health,MNKESSLR,99,Not asked,99
nhs,Health,MNKFIVGP,0,Not applicable,0
nhs,Health,MNKFIVGP,1,Low/moderate (5–11),1
nhs,Health,MNKFIVGP,2,High/very high (12–25),2
nhs,Health,MNKFIVGP,3,Unable to determine,3
nhs,Health,MNKFIVGP,4,Not asked,4
nhs,Health,MNKFIV,0,Not collected,0
nhs,Health,MNKFIV,5,to 25. Continuous - two decimal,5
nhs,Health,MNKFIV,98,Unable to determine,98
nhs,Health,MNKFIV,99,Not asked,99
nhs,Health,MWBSQ02,0,Not applicable,0
nhs,Health,MWBSQ02,1,All of the time,1
nhs,Health,MWBSQ02,2,Most of the time,2
nhs,Health,MWBSQ02,3,Some of the time,3
nhs,Health,MWBSQ02,4,A little of the time,4
nhs,Health,MWBSQ02,5,None of the time,5
nhs,Health,MWBSQ02,7,Refusal,7
nhs,Health,MWBSQ02,8,Not asked,8
nhs,Health,MWBSQ03,0,Not applicable,0
nhs,Health,MWBSQ03,1,All of the time,1
nhs,Health,MWBSQ03,2,Most of the time,2
nhs,Health,MWBSQ03,3,Some of the time,3
nhs,Health,MWBSQ03,4,A little of the time,4
nhs,Health,MWBSQ03,5,None of the time,5
nhs,Health,MWBSQ03,7,Refusal,7
nhs,Health,MWBSQ03,8,Not asked,8
nhs,Health,MWBSQ04,0,Not applicable,0
nhs,Health,MWBSQ04,1,All of the time,1
nhs,Health,MWBSQ04,2,Most of the time,2
nhs,Health,MWBSQ04,3,Some of the time,3
nhs,Health,MWBSQ04,4,A little of the time,4
nhs,Health,MWBSQ04,5,None of the time,5
nhs,Health,MWBSQ04,7,Refusal,7
nhs,Health,MWBSQ04,8,Not asked,8
nhs,Health,MWBSQ05,0,Not applicable,0
nhs,Health,MWBSQ05,1,All of the time,1
nhs,Health,MWBSQ05,2,Most of the time,2
nhs,Health,MWBSQ05,3,Some of the time,3
nhs,Health,MWBSQ05,4,A little of the time,4
nhs,Health,MWBSQ05,5,None of the time,5
nhs,Health,MWBSQ05,7,Refusal,7
nhs,Health,MWBSQ05,8,Not asked,8
nhs,Health,MWBSQ06,0,Not applicable,0
nhs,Health,MWBSQ06,1,All of the time,1
nhs,Health,MWBSQ06,2,Most of the time,2
nhs,Health,MWBSQ06,3,Some of the time,3
nhs,Health,MWBSQ06,4,A little of the time,4
nhs,Health,MWBSQ06,5,None of the time,5
nhs,Health,MWBSQ06,7,Refusal,7
nhs,Health,MWBSQ06,8,Not asked,8
nhs,Health,MWBSQ07,0,Not applicable,0
nhs,Health,MWBSQ07,1,All of the time,1
nhs,Health,MWBSQ07,2,Most of the time,2
nhs,Health,MWBSQ07,3,Some of the time,3
nhs,Health,MWBSQ07,4,A little of the time,4
nhs,Health,MWBSQ07,5,None of the time,5
nhs,Health,MWBSQ07,7,Refusal,7
nhs,Health,MWBSQ07,8,Not asked,8
nhs,Health,MWBSQ08,0,Not applicable,0
nhs,Health,MWBSQ08,1,All of the time,1
nhs,Health,MWBSQ08,2,Most of the time,2
nhs,Health,MWBSQ08,3,Some of the time,3
nhs,Health,MWBSQ08,4,A little of the time,4
nhs,Health,MWBSQ08,5,None of the time,5
nhs,Health,MWBSQ08,7,Refusal,7
nhs,Health,MWBSQ08,8,Not asked,8
nhs,Health,MWBSQ09,0,Not applicable,0
nhs,Health,MWBSQ09,1,All of the time,1
nhs,Health,MWBSQ09,2,Most of the time,2
nhs,Health,MWBSQ09,3,Some of the time,3
nhs,Health,MWBSQ09,4,A little of the time,4
nhs,Health,MWBSQ09,5,None of the time,5
nhs,Health,MWBSQ09,7,Refusal,7
nhs,Health,MWBSQ09,8,Not asked,8
nhs,Health,MWBSQ10,0,Not applicable,0
nhs,Health,MWBSQ10,1,All of the time,1
nhs,Health,MWBSQ10,2,Most of the time,2
nhs,Health,MWBSQ10,3,Some of the time,3
nhs,Health,MWBSQ10,4,A little of the time,4
nhs,Health,MWBSQ10,5,None of the time,5
nhs,Health,MWBSQ10,7,Refusal,7
nhs,Health,MWBSQ10,8,Not asked,8
nhs,Health,MWBSQ11,0,Not applicable,0
nhs,Health,MWBSQ11,1,All of the time,1
nhs,Health,MWBSQ11,2,Most of the time,2
nhs,Health,MWBSQ11,3,Some of the time,3
nhs,Health,MWBSQ11,4,A little of the time,4
nhs,Health,MWBSQ11,5,None of the time,5
nhs,Health,MWBSQ11,7,Refusal,7
nhs,Health,MWBSQ11,8,Not asked,8
nhs,Health,MWBSQ12,97,Not applicable,97
nhs,Health,MWBSQ13,97,Not applicable,97
nhs,Health,MWBS14E,5,5 times or more,5
nhs,Health,MWBS14E,9,Not applicable,9
nhs,Health,MWBSQ15,0,Not applicable,0
nhs,Health,MWBSQ15,1,All of the time,1
nhs,Health,MWBSQ15,2,Most of the time,2
nhs,Health,MWBSQ15,3,Some of the time,3
nhs,Health,MWBSQ15,4,A little of the time,4
nhs,Health,MWBSQ15,5,None of the time,5
nhs,Health,MWBSQ15,7,Refusal,7
nhs,Health,PAINBOD,0,Not applicable,0
nhs,Health,PAINBOD,1,None,1
nhs,Health,PAINBOD,2,Very mild,2
nhs,Health,PAINBOD,3,Mild,3
nhs,Health,PAINBOD,4,Moderate,4
nhs,Health,PAINBOD,5,Severe,5
nhs,Health,PAINBOD,6,Very Severe,6
nhs,Health,PAINBOD,8,Not asked,8
nhs,Health,PAINBOD,9,Not stated,9
nhs,Health,MWBPAINT,0,Not applicable,0
nhs,Health,MWBPAINT,1,Not at all,1
nhs,Health,MWBPAINT,2,A little bit,2
nhs,Health,MWBPAINT,3,Moderately,3
nhs,Health,MWBPAINT,4,Quite a bit,4
nhs,Health,MWBPAINT,5,Extremely,5
nhs,Health,MWBPAINT,6,Did not experience bodily pain,6
nhs,Health,MWBPAINT,8,Not asked,8
nhs,Health,MWBPAINT,9,Not stated,9
nhs,Health,AGEMHCF,0,Not applicable,0
nhs,Health,AGEMHCF,1,Less than 25 years,1
nhs,Health,AGEMHCF,2,25 to 44 years,2
nhs,Health,AGEMHCF,3,45 to 64 years,3
nhs,Health,AGEMHCF,4,65 years and over,4
nhs,Health,AGEMHCF,8,Not diagnosed/Not known if diagnosed,8
nhs,Health,AGEMHCF,5,Mood stabilisers,5
nhs,Health,AGEMHCF,6,Other medications for mental health,6
nhs,Health,AGEMHCF,7,Did not take medication for mental health condition,7
nhs,Health,AGEMHCF,9,Not applicable,9
nhs,Health,DURSLP,0,Not applicable,0
nhs,Health,DURSLP,1,Less than 1 month,1
nhs,Health,DURSLP,3,3 months to less than 6 months,3
nhs,Health,DURSLP,4,6 months or more,4
nhs,Health,DURSLP,5,Not known,5
nhs,Health,DURSLP,9,Did not use,9
nhs,Health,FREQSLP,0,Not applicable,0
nhs,Health,FREQSLP,1,Every day and/or night,1
nhs,Health,FREQSLP,2,More than 3 days and/or nights a week,2
nhs,Health,FREQSLP,3,1-3 days and/or nights a week,3
nhs,Health,FREQSLP,4,Less than once a week,4
nhs,Health,FREQSLP,5,Varies/as required,5
nhs,Health,FREQSLP,9,Did not use,9
nhs,Health,DURANX,0,Not applicable,0
nhs,Health,DURANX,1,Less than 1 month,1
nhs,Health,DURANX,2,1 month to less than 3 months,2
nhs,Health,DURANX,3,3 months to less than 6 months,3
nhs,Health,DURANX,4,6 months or more,4
nhs,Health,DURANX,5,Don't know how long anxiety or nerves tablets or capsules have been taken,5
nhs,Health,DURANX,9,Did not use,9
nhs,Health,FREQANX,0,Not applicable,0
nhs,Health,FREQANX,1,Every day and/or night,1
nhs,Health,FREQANX,2,More than 3 days and/or nights a week,2
nhs,Health,FREQANX,3,1-3 days and/or nights a week,3
nhs,Health,FREQANX,4,Less than once a week,4
nhs,Health,FREQANX,5,Varies/as required,5
nhs,Health,FREQANX,9,Did not use,9
nhs,Health,DURTRAN,0,Not applicable,0
nhs,Health,DURTRAN,1,Less than 1 month,1
nhs,Health,DURTRAN,2,1 month to less than 3 months,2
nhs,Health,DURTRAN,3,3 months to less than 6 months,3
nhs,Health,DURTRAN,4,6 months or more,4
nhs,Health,DURTRAN,5,Don't know how long tranquillisers have been taken,5
nhs,Health,DURTRAN,9,Did not use,9
nhs,Health,FREQTRAN,0,Not applicable,0
nhs,Health,FREQTRAN,1,Every day and/or night,1
nhs,Health,FREQTRAN,2,More than 3 days and/or nights a week,2
nhs,Health,FREQTRAN,3,1-3 days and/or nights a week,3
nhs,Health,FREQTRAN,4,Less than once a week,4
nhs,Health,FREQTRAN,5,Varies/as required,5
nhs,Health,FREQTRAN,9,Did not use,9
nhs,Health,DURANTI,0,Not applicable,0
nhs,Health,DURANTI,1,Less than 1 month,1
nhs,Health,DURANTI,2,1 month to less than 3 months,2
nhs,Health,DURANTI,3,3 months to less than 6 months,3
nhs,Health,DURANTI,4,6 months or more,4
nhs,Health,DURANTI,5,Don't know how long antidepressants have been taken,5
nhs,Health,DURANTI,9,Did not use,9
nhs,Health,FREQANTI,0,Not applicable,0
nhs,Health,FREQANTI,1,Every day and/or night,1
nhs,Health,FREQANTI,2,More than 3 days and/or nights a week,2
nhs,Health,FREQANTI,3,1-3 days and/or nights a week,3
nhs,Health,FREQANTI,4,Less than once a week,4
nhs,Health,FREQANTI,5,Varies/as required,5
nhs,Health,FREQANTI,9,Did not use,9
nhs,Health,DURMOOD,0,Not applicable,0
nhs,Health,DURMOOD,1,Less than 1 month,1
nhs,Health,DURMOOD,2,1 month to less than 3 months,2
nhs,Health,DURMOOD,3,3 months to less than 6 months,3
nhs,Health,DURMOOD,4,6 months or more,4
nhs,Health,DURMOOD,5,Don't know how long mood stabilisers have been taken,5
nhs,Health,DURMOOD,9,Did not use,9
nhs,Health,FREQMOOD,0,Not applicable,0
nhs,Health,FREQMOOD,1,Every day and/or night,1
nhs,Health,FREQMOOD,2,More than 3 days and/or nights a week,2
nhs,Health,FREQMOOD,3,1-3 days and/or nights a week,3
nhs,Health,FREQMOOD,4,Less than once a week,4
nhs,Health,FREQMOOD,5,Varies/as required,5
nhs,Health,FREQMOOD,9,Did not use,9
nhs,Health,DUROTH,0,Not applicable,0
nhs,Health,DUROTH,1,Less than 1 month,1
nhs,Health,DUROTH,2,1 month to less than 3 months,2
nhs,Health,DUROTH,3,3 months to less than 6 months,3
nhs,Health,DUROTH,4,6 months or more,4
nhs,Health,DUROTH,5,Don't know how long other mental health medications have been taken,5
nhs,Health,DUROTH,9,Did not use,9
